cluster_id,first_time_utc,last_time_utc,event_count,distinct_mmsi,origin_center_lat,origin_center_lon,dest_center_lat,dest_center_lon
194,2025-12-15T09:09:36.601932+00:00,2025-12-15T09:10:27.536843+00:00,2,1,52.399476,4.899742,-74.721250,39.967858
195,2025-12-15T09:13:54.787150+00:00,2025-12-15T09:13:54.787150+00:00,1,1,37.555875,22.784392,35.345462,25.144678
196,2025-12-15T09:14:25.036855+00:00,2025-12-15T09:27:03.312059+00:00,2,1,53.346803,-6.192750,54.032852,-2.931210
197,2025-12-15T09:15:24.994949+00:00,2025-12-15T09:17:08.227359+00:00,2,1,37.939916,23.635454,40.394738,22.814602
198,2025-12-15T09:17:15.944420+00:00,2025-12-15T09:18:15.965991+00:00,2,1,52.390594,4.898249,-33.243112,0.006900
199,2025-12-15T09:19:27.741645+00:00,2025-12-15T09:21:07.134327+00:00,2,1,55.457322,12.200091,55.496540,12.662117
200,2025-12-15T09:21:04.073175+00:00,2025-12-15T09:42:24.201455+00:00,2,1,49.482737,-0.401533,24.740243,-28.050683
201,2025-12-15T09:21:15.833959+00:00,2025-12-15T09:22:24.746630+00:00,2,1,34.661917,33.054567,31.742083,34.312983
202,2025-12-15T09:24:07.406442+00:00,2025-12-15T09:27:00.086479+00:00,2,1,37.939916,23.635452,35.423432,25.101092
203,2025-12-15T09:25:07.367751+00:00,2025-12-15T09:26:57.349970+00:00,2,1,49.470508,-0.080717,50.219167,-0.244883
204,2025-12-15T09:25:25.148507+00:00,2025-12-18T09:18:39.741142+00:00,14,1,48.380610,-4.502833,59.437565,24.764236
205,2025-12-15T09:30:40.912485+00:00,2025-12-15T09:30:40.912485+00:00,1,1,51.657847,6.554457,51.832498,4.448257
